Hora;Precios_Mercado(euro/MW);Precio_CO2(euro/Tn);Demanda(GWh);Temperatura_max(.C);Temperatura_min(.C);Precipitacion(l/m2);Velocidad_media(km/h);Irradiancia (W/m2)
3;23.69;18.25;14.24;16.1;12.4;0.5;19.08;0
4;23.69;18.25;14.24;16.1;12.4;0.5;19.08;0
5;23.69;18.25;14.24;16.1;12.4;0.5;19.08;0
6;23.9;18.25;14.24;16.1;12.4;0.5;19.08;0
7;24.69;18.25;14.24;16.1;12.4;0.5;19.08;0
8;30.59;18.25;28.49;16.1;12.4;0.5;19.08;105
9;31.48;18.25;28.49;16.1;12.4;0.5;19.08;256
10;31.48;18.25;42.73;16.1;12.4;0.5;19.08;333
11;31.24;18.25;42.73;16.1;12.4;0.5;19.08;537.01
12;31.27;18.25;42.73;16.1;12.4;0.5;19.08;723.01
13;31.48;18.25;42.73;16.1;12.4;0.5;19.08;685.01
14;31.48;18.25;28.49;16.1;12.4;0.5;19.08;478
15;31.3;18.25;28.49;16.1;12.4;0.5;19.08;479
16;31.00;18.25;28.49;16.1;12.4;0.5;19.08;414
17;30.87;18.25;42.73;16.1;12.4;0.5;19.08;271
18;31.27;18.25;42.73;16.1;12.4;0.5;19.08;92
19;32.94;18.25;42.73;16.1;12.4;0.5;19.08;0
20;40.38;18.25;28.49;16.1;12.4;0.5;19.08;0
21;40.01;18.25;28.49;16.1;12.4;0.5;19.08;0
22;37.71;18.25;28.49;16.1;12.4;0.5;19.08;0
23;35.12;18.25;28.49;16.1;12.4;0.5;19.08;0
0;32.48;15.23;13.81;14.9;10.7;0.6;14.04;0
1;29.22;15.23;13.81;14.9;10.7;0.6;14.04;0
2;28.29;15.23;13.81;14.9;10.7;0.6;14.04;0
3;28.87;15.23;13.81;14.9;10.7;0.6;14.04;0
4;28.79;15.23;13.81;14.9;10.7;0.6;14.04;0
5;28.51;15.23;13.81;14.9;10.7;0.6;14.04;0
6;29.29;15.23;13.81;14.9;10.7;0.6;14.04;0
7;30.25;15.23;13.81;14.9;10.7;0.6;14.04;0
8;31.57;15.23;27.61;14.9;10.7;0.6;14.04;51
9;32.06;15.23;27.61;14.9;10.7;0.6;14.04;134
10;29.75;15.23;41.42;14.9;10.7;0.6;14.04;286
11;29.01;15.23;41.42;14.9;10.7;0.6;14.04;412
12;29.65;15.23;41.42;14.9;10.7;0.6;14.04;608
13;29.75;15.23;41.42;14.9;10.7;0.6;14.04;633.01
14;29.79;15.23;27.61;14.9;10.7;0.6;14.04;481
15;29.79;15.23;27.61;14.9;10.7;0.6;14.04;351
16;30.00;15.23;27.61;14.9;10.7;0.6;14.04;206
17;29.75;15.23;41.42;14.9;10.7;0.6;14.04;121
18;30.00;15.23;41.42;14.9;10.7;0.6;14.04;60
19;29.75;15.23;41.42;14.9;10.7;0.6;14.04;0
20;33.64;15.23;27.61;14.9;10.7;0.6;14.04;0
21;36.42;15.23;27.61;14.9;10.7;0.6;14.04;0
22;35.16;15.23;27.61;14.9;10.7;0.6;14.04;0
23;32.11;15.23;27.61;14.9;10.7;0.6;14.04;0
0;28.79;16.3;12.91;17;11.1;6.9;14.04;0
1;28.12;16.3;12.91;17;11.1;6.9;14.04;0
2;25.00;16.3;12.91;17;11.1;6.9;14.04;0
3;24.19;16.3;12.91;17;11.1;6.9;14.04;0
4;24.09;16.3;12.91;17;11.1;6.9;14.04;0
5;24.19;16.3;12.91;17;11.1;6.9;14.04;0
6;24.2;16.3;12.91;17;11.1;6.9;14.04;0
7;24.09;16.3;12.91;17;11.1;6.9;14.04;0
8;24.19;16.3;25.82;17;11.1;6.9;14.04;18
9;28.01;16.3;25.82;17;11.1;6.9;14.04;31
10;29.04;16.3;38.73;17;11.1;6.9;14.04;48
11;29.04;16.3;38.73;17;11.1;6.9;14.04;61
12;29.77;16.3;38.73;17;11.1;6.9;14.04;70
13;30.54;16.3;38.73;17;11.1;6.9;14.04;107
14;30.79;16.3;25.82;17;11.1;6.9;14.04;212
15;29.78;16.3;25.82;17;11.1;6.9;14.04;289
16;29.01;16.3;25.82;17;11.1;6.9;14.04;78
17;28.51;16.3;38.73;17;11.1;6.9;14.04;309
18;28.01;16.3;38.73;17;11.1;6.9;14.04;160
19;29.01;16.3;38.73;17;11.1;6.9;14.04;0
20;30.54;16.3;25.82;17;11.1;6.9;14.04;0
21;35.03;16.3;25.82;17;11.1;6.9;14.04;0
22;33.03;16.3;25.82;17;11.1;6.9;14.04;0
23;29.54;16.3;25.82;17;11.1;6.9;14.04;0
0;26.21;16.02;13.03;17.7;11.8;4.9;18;0
1;25.51;16.02;13.03;17.7;11.8;4.9;18;0
2;22.54;16.02;13.03;17.7;11.8;4.9;18;0
3;25.51;16.02;13.03;17.7;11.8;4.9;18;0
4;25.51;16.02;13.03;17.7;11.8;4.9;18;0
5;26.01;16.02;13.03;17.7;11.8;4.9;18;0
6;26.01;16.02;13.03;17.7;11.8;4.9;18;0
7;27.00;16.02;13.03;17.7;11.8;4.9;18;0
8;23.99;16.02;26.06;17.7;11.8;4.9;18;136
9;26.04;16.02;26.06;17.7;11.8;4.9;18;340
10;27.85;16.02;39.09;17.7;11.8;4.9;18;553.01
11;27.51;16.02;39.09;17.7;11.8;4.9;18;718.01
12;27.58;16.02;39.09;17.7;11.8;4.9;18;796
13;27.6;16.02;39.09;17.7;11.8;4.9;18;742
14;28.00;16.02;26.06;17.7;11.8;4.9;18;729.01
15;27.8;16.02;26.06;17.7;11.8;4.9;18;544.01
16;27.6;16.02;26.06;17.7;11.8;4.9;18;510.01
17;27.5;16.02;39.09;17.7;11.8;4.9;18;332
18;27.5;16.02;39.09;17.7;11.8;4.9;18;175
19;28.00;16.02;39.09;17.7;11.8;4.9;18;0
20;30.01;16.02;26.06;17.7;11.8;4.9;18;0
21;34.83;16.02;26.06;17.7;11.8;4.9;18;0
22;34.57;16.02;26.06;17.7;11.8;4.9;18;0
23;31.22;16.02;26.06;17.7;11.8;4.9;18;0
0;28.00;16.02;12.33;14.9;12;0.1;10.08;0
1;28.11;16.02;12.33;14.9;12;0.1;10.08;0
2;27.2;16.02;12.33;14.9;12;0.1;10.08;0
3;27.05;16.02;12.33;14.9;12;0.1;10.08;0
4;27.11;16.02;12.33;14.9;12;0.1;10.08;0
5;27.1;16.02;12.33;14.9;12;0.1;10.08;0
6;27.11;16.02;12.33;14.9;12;0.1;10.08;0
7;27.55;16.02;12.33;14.9;12;0.1;10.08;0
8;26.00;16.02;24.67;14.9;12;0.1;10.08;122
9;24.03;16.02;24.67;14.9;12;0.1;10.08;102
10;26.08;16.02;37;14.9;12;0.1;10.08;131
11;27.55;16.02;37;14.9;12;0.1;10.08;126
12;28.3;16.02;37;14.9;12;0.1;10.08;262
13;27.61;16.02;37;14.9;12;0.1;10.08;278
14;28.7;16.02;24.67;14.9;12;0.1;10.08;206
15;27.85;16.02;24.67;14.9;12;0.1;10.08;426
16;26.61;16.02;24.67;14.9;12;0.1;10.08;195
17;24.51;16.02;37;14.9;12;0.1;10.08;72
18;23.5;16.02;37;14.9;12;0.1;10.08;93
19;27.05;16.02;37;14.9;12;0.1;10.08;0
20;30.23;16.02;24.67;14.9;12;0.1;10.08;0
21;32.57;16.02;24.67;14.9;12;0.1;10.08;0
22;31.82;16.02;24.67;14.9;12;0.1;10.08;0
23;30.01;16.02;24.67;14.9;12;0.1;10.08;0
0;27.05;16.02;11.75;12;8.7;1;11.16;0
1;30.14;16.02;11.75;12;8.7;1;11.16;0
2;27.89;16.02;11.75;12;8.7;1;11.16;0
3;25.00;16.02;11.75;12;8.7;1;11.16;0
4;24.53;16.02;11.75;12;8.7;1;11.16;0
5;24.09;16.02;11.75;12;8.7;1;11.16;0
6;25.00;16.02;11.75;12;8.7;1;11.16;0
7;28.64;16.02;11.75;12;8.7;1;11.16;0
8;30.94;16.02;23.5;12;8.7;1;11.16;92
9;31.05;16.02;23.5;12;8.7;1;11.16;57
10;31.51;16.02;35.25;12;8.7;1;11.16;304
11;31.32;16.02;35.25;12;8.7;1;11.16;365
12;31.09;16.02;35.25;12;8.7;1;11.16;210
13;31.32;16.02;35.25;12;8.7;1;11.16;298
14;31.59;16.02;23.5;12;8.7;1;11.16;432
15;30.78;16.02;23.5;12;8.7;1;11.16;547
16;29.14;16.02;23.5;12;8.7;1;11.16;127
17;27.9;16.02;35.25;12;8.7;1;11.16;273
18;26.23;16.02;35.25;12;8.7;1;11.16;84
19;27.51;16.02;35.25;12;8.7;1;11.16;0
20;33.14;16.02;23.5;12;8.7;1;11.16;0
21;33.99;16.02;23.5;12;8.7;1;11.16;0
22;32.05;16.02;23.5;12;8.7;1;11.16;0
23;28.71;16.02;23.5;12;8.7;1;11.16;0
0;23.5;15.45;13.21;17.9;6.8;0.4;18;0
1;23.4;15.45;13.21;17.9;6.8;0.4;18;0
2;21.49;15.45;13.21;17.9;6.8;0.4;18;0
3;21.24;15.45;13.21;17.9;6.8;0.4;18;0
4;20.9;15.45;13.21;17.9;6.8;0.4;18;0
5;20.74;15.45;13.21;17.9;6.8;0.4;18;0
6;21.24;15.45;13.21;17.9;6.8;0.4;18;0
7;23.63;15.45;13.21;17.9;6.8;0.4;18;0
8;25.88;15.45;26.41;17.9;6.8;0.4;18;164
9;27.51;15.45;26.41;17.9;6.8;0.4;18;382
10;29.6;15.45;39.62;17.9;6.8;0.4;18;589.01
11;28.84;15.45;39.62;17.9;6.8;0.4;18;747.01
12;29.39;15.45;39.62;17.9;6.8;0.4;18;850.01
13;29.84;15.45;39.62;17.9;6.8;0.4;18;882.01
14;31.05;15.45;26.41;17.9;6.8;0.4;18;846.01
15;29.85;15.45;26.41;17.9;6.8;0.4;18;740.01
16;28.09;15.45;26.41;17.9;6.8;0.4;18;590.01
17;27.51;15.45;39.62;17.9;6.8;0.4;18;401
18;27.72;15.45;39.62;17.9;6.8;0.4;18;185
19;27.51;15.45;39.62;17.9;6.8;0.4;18;0
20;33.78;15.45;26.41;17.9;6.8;0.4;18;0
21;34.06;15.45;26.41;17.9;6.8;0.4;18;0
22;33.6;15.45;26.41;17.9;6.8;0.4;18;0
23;31.05;15.45;26.41;17.9;6.8;0.4;18;0
0;30.03;16.69;13.42;12.2;7.4;3.3;33.12;0
1;32.8;16.69;13.42;12.2;7.4;3.3;33.12;0
2;32.22;16.69;13.42;12.2;7.4;3.3;33.12;0
3;31.1;16.69;13.42;12.2;7.4;3.3;33.12;0
4;31.1;16.69;13.42;12.2;7.4;3.3;33.12;0
5;31.1;16.69;13.42;12.2;7.4;3.3;33.12;0
6;31.55;16.69;13.42;12.2;7.4;3.3;33.12;0
7;32.72;16.69;13.42;12.2;7.4;3.3;33.12;0
8;32.05;16.69;26.83;12.2;7.4;3.3;33.12;165
9;32.05;16.69;26.83;12.2;7.4;3.3;33.12;375
10;31.62;16.69;40.25;12.2;7.4;3.3;33.12;571.01
11;31.32;16.69;40.25;12.2;7.4;3.3;33.12;727.01
12;31.1;16.69;40.25;12.2;7.4;3.3;33.12;813.01
13;31.95;16.69;40.25;12.2;7.4;3.3;33.12;853.01
14;32.47;16.69;26.83;12.2;7.4;3.3;33.12;823.01
15;31.6;16.69;26.83;12.2;7.4;3.3;33.12;733.01
16;30.12;16.69;26.83;12.2;7.4;3.3;33.12;591.01
17;28.51;16.69;40.25;12.2;7.4;3.3;33.12;397
18;28.79;16.69;40.25;12.2;7.4;3.3;33.12;190
19;30.01;16.69;40.25;12.2;7.4;3.3;33.12;0
20;34.48;16.69;26.83;12.2;7.4;3.3;33.12;0
21;33.78;16.69;26.83;12.2;7.4;3.3;33.12;0
22;33.22;16.69;26.83;12.2;7.4;3.3;33.12;0
23;32.47;16.69;26.83;12.2;7.4;3.3;33.12;0
0;30.02;17.45;13.42;17.7;5.5;0;9;0
1;28.01;17.45;13.42;17.7;5.5;0;9;0
2;21.00;17.45;13.42;17.7;5.5;0;9;0
3;20.46;17.45;13.42;17.7;5.5;0;9;0
4;19.9;17.45;13.42;17.7;5.5;0;9;0
5;19.6;17.45;13.42;17.7;5.5;0;9;0
6;19.8;17.45;13.42;17.7;5.5;0;9;0
7;22.2;17.45;13.42;17.7;5.5;0;9;0
8;25.53;17.45;26.85;17.7;5.5;0;9;169
9;25.00;17.45;26.85;17.7;5.5;0;9;372
10;21.32;17.45;40.27;17.7;5.5;0;9;577.01
11;19.5;17.45;40.27;17.7;5.5;0;9;729.01
12;19.5;17.45;40.27;17.7;5.5;0;9;818.01
13;19.5;17.45;40.27;17.7;5.5;0;9;840.01
14;19.5;17.45;26.85;17.7;5.5;0;9;689
15;16.82;17.45;26.85;17.7;5.5;0;9;456
16;18.19;17.45;26.85;17.7;5.5;0;9;292
17;18.9;17.45;40.27;17.7;5.5;0;9;117
18;19.5;17.45;40.27;17.7;5.5;0;9;49
19;21.33;17.45;40.27;17.7;5.5;0;9;0
20;32.46;17.45;26.85;17.7;5.5;0;9;0
21;30.21;17.45;26.85;17.7;5.5;0;9;0
22;31.00;17.45;26.85;17.7;5.5;0;9;0
23;30.02;17.45;26.85;17.7;5.5;0;9;0
0;28.51;17.22;13.34;22.3;8.8;0;19.08;0
1;22.49;17.22;13.34;22.3;8.8;0;19.08;0
2;19.00;17.22;13.34;22.3;8.8;0;19.08;0
3;18.54;17.22;13.34;22.3;8.8;0;19.08;0
4;18.25;17.22;13.34;22.3;8.8;0;19.08;0
5;18.5;17.22;13.34;22.3;8.8;0;19.08;0
6;20.6;17.22;13.34;22.3;8.8;0;19.08;0
7;24.65;17.22;13.34;22.3;8.8;0;19.08;0
8;26.95;17.22;26.68;22.3;8.8;0;19.08;179
9;25.91;17.22;26.68;22.3;8.8;0;19.08;392
10;22.67;17.22;40.02;22.3;8.8;0;19.08;588.01
11;22.00;17.22;40.02;22.3;8.8;0;19.08;741.01
12;25.23;17.22;40.02;22.3;8.8;0;19.08;844.01
13;27.23;17.22;40.02;22.3;8.8;0;19.08;897.01
14;27.75;17.22;26.68;22.3;8.8;0;19.08;827.01
15;27.51;17.22;26.68;22.3;8.8;0;19.08;692.01
16;27.2;17.22;26.68;22.3;8.8;0;19.08;544
17;25.92;17.22;40.02;22.3;8.8;0;19.08;404
18;26.56;17.22;40.02;22.3;8.8;0;19.08;174
19;28.00;17.22;40.02;22.3;8.8;0;19.08;0
20;30.00;17.22;26.68;22.3;8.8;0;19.08;0
21;30.75;17.22;26.68;22.3;8.8;0;19.08;0
22;30.5;17.22;26.68;22.3;8.8;0;19.08;0
23;29.51;17.22;26.68;22.3;8.8;0;19.08;0
0;26.01;16.26;13.48;15.4;8.1;0.8;11.16;0
1;28.85;16.26;13.48;15.4;8.1;0.8;11.16;0
2;27.75;16.26;13.48;15.4;8.1;0.8;11.16;0
3;26.1;16.26;13.48;15.4;8.1;0.8;11.16;0
4;25.00;16.26;13.48;15.4;8.1;0.8;11.16;0
5;24.00;16.26;13.48;15.4;8.1;0.8;11.16;0
6;24.9;16.26;13.48;15.4;8.1;0.8;11.16;0
7;26.51;16.26;13.48;15.4;8.1;0.8;11.16;0
8;24.00;16.26;26.97;15.4;8.1;0.8;11.16;108
9;25.00;16.26;26.97;15.4;8.1;0.8;11.16;365
10;26.00;16.26;40.45;15.4;8.1;0.8;11.16;447
11;27.11;16.26;40.45;15.4;8.1;0.8;11.16;371
12;27.75;16.26;40.45;15.4;8.1;0.8;11.16;741
13;28.85;16.26;40.45;15.4;8.1;0.8;11.16;871.01
14;29.95;16.26;26.97;15.4;8.1;0.8;11.16;836.01
15;30.01;16.26;26.97;15.4;8.1;0.8;11.16;742.01
16;29.5;16.26;26.97;15.4;8.1;0.8;11.16;597.01
17;28.5;16.26;40.45;15.4;8.1;0.8;11.16;408
18;28.85;16.26;40.45;15.4;8.1;0.8;11.16;199
19;29.9;16.26;40.45;15.4;8.1;0.8;11.16;0
20;30.01;16.26;26.97;15.4;8.1;0.8;11.16;0
21;31.48;16.26;26.97;15.4;8.1;0.8;11.16;0
22;31.12;16.26;26.97;15.4;8.1;0.8;11.16;0
23;30.05;16.26;26.97;15.4;8.1;0.8;11.16;0
0;29.4;16.26;12.2;14.6;7;14.8;9;0
1;27.13;16.26;12.2;14.6;7;14.8;9;0
2;23.77;16.26;12.2;14.6;7;14.8;9;0
3;18.84;16.26;12.2;14.6;7;14.8;9;0
4;18.00;16.26;12.2;14.6;7;14.8;9;0
5;18.00;16.26;12.2;14.6;7;14.8;9;0
6;18.84;16.26;12.2;14.6;7;14.8;9;0
7;18.84;16.26;12.2;14.6;7;14.8;9;0
8;17.8;16.26;24.39;14.6;7;14.8;9;204
9;17.4;16.26;24.39;14.6;7;14.8;9;420
10;17.55;16.26;36.59;14.6;7;14.8;9;560.01
11;18.00;16.26;36.59;14.6;7;14.8;9;695.01
12;19.5;16.26;36.59;14.6;7;14.8;9;503
13;23.35;16.26;36.59;14.6;7;14.8;9;863.01
14;24.00;16.26;24.39;14.6;7;14.8;9;792.01
15;18.00;16.26;24.39;14.6;7;14.8;9;252
16;15.82;16.26;24.39;14.6;7;14.8;9;419
17;15.00;16.26;36.59;14.6;7;14.8;9;239
18;14.00;16.26;36.59;14.6;7;14.8;9;150
19;16.99;16.26;36.59;14.6;7;14.8;9;0
20;17.9;16.26;24.39;14.6;7;14.8;9;0
21;26.1;16.26;24.39;14.6;7;14.8;9;0
22;20.14;16.26;24.39;14.6;7;14.8;9;0
23;20.59;16.26;24.39;14.6;7;14.8;9;0
0;17.00;16.26;10.88;20.4;11.8;0.7;11.16;0
1;15.8;16.26;10.88;20.4;11.8;0.7;11.16;0
2;15.25;16.26;10.88;20.4;11.8;0.7;11.16;0
3;14.00;16.26;10.88;20.4;11.8;0.7;11.16;0
4;13.25;16.26;10.88;20.4;11.8;0.7;11.16;0
5;13.00;16.26;10.88;20.4;11.8;0.7;11.16;0
6;15.25;16.26;10.88;20.4;11.8;0.7;11.16;0
7;15.56;16.26;10.88;20.4;11.8;0.7;11.16;0
8;18.00;16.26;21.76;20.4;11.8;0.7;11.16;201
9;21.25;16.26;21.76;20.4;11.8;0.7;11.16;426
10;22.4;16.26;32.64;20.4;11.8;0.7;11.16;572.01
11;21.09;16.26;32.64;20.4;11.8;0.7;11.16;750.01
12;21.09;16.26;32.64;20.4;11.8;0.7;11.16;868.01
13;19.12;16.26;32.64;20.4;11.8;0.7;11.16;907.01
14;17.07;16.26;21.76;20.4;11.8;0.7;11.16;865.01
15;15.8;16.26;21.76;20.4;11.8;0.7;11.16;776.01
16;15.5;16.26;21.76;20.4;11.8;0.7;11.16;622.01
17;14.99;16.26;32.64;20.4;11.8;0.7;11.16;423
18;18.00;16.26;32.64;20.4;11.8;0.7;11.16;209
19;26.18;16.26;32.64;20.4;11.8;0.7;11.16;2
20;28.98;16.26;21.76;20.4;11.8;0.7;11.16;0
21;28.6;16.26;21.76;20.4;11.8;0.7;11.16;0
22;27.01;16.26;21.76;20.4;11.8;0.7;11.16;0
23;23.00;16.93;24.64;16;11.8;0;10.08;0
0;15.7;16.93;12.32;16;11.8;0;10.08;0
1;15.00;16.93;12.32;16;11.8;0;10.08;0
2;12.5;16.93;12.32;16;11.8;0;10.08;0
3;11.00;16.93;12.32;16;11.8;0;10.08;0
4;10.7;16.93;12.32;16;11.8;0;10.08;0
5;10.7;16.93;12.32;16;11.8;0;10.08;0
6;15.05;16.93;12.32;16;11.8;0;10.08;0
7;15.6;16.93;12.32;16;11.8;0;10.08;2
8;20.02;16.93;24.64;16;11.8;0;10.08;204
9;25.75;16.93;24.64;16;11.8;0;10.08;411
10;23.94;16.93;36.96;16;11.8;0;10.08;605.01
11;20.45;16.93;36.96;16;11.8;0;10.08;759.01
12;22.5;16.93;36.96;16;11.8;0;10.08;847.01
13;25.99;16.93;36.96;16;11.8;0;10.08;849.01
14;25.76;16.93;24.64;16;11.8;0;10.08;857.01
15;22.5;16.93;24.64;16;11.8;0;10.08;568
16;20.46;16.93;24.64;16;11.8;0;10.08;532
17;22.5;16.93;36.96;16;11.8;0;10.08;250
18;20.2;16.93;36.96;16;11.8;0;10.08;110
19;26.00;16.93;36.96;16;11.8;0;10.08;1
20;29.02;16.93;24.64;16;11.8;0;10.08;0
21;30.01;16.93;24.64;16;11.8;0;10.08;0
22;27.75;16.93;24.64;16;11.8;0;10.08;0
23;24.1;17.55;24.62;18.6;9.4;0.9;14.04;0
0;22.26;17.55;12.31;18.6;9.4;0.9;14.04;0
1;20.22;17.55;12.31;18.6;9.4;0.9;14.04;0
2;19.67;17.55;12.31;18.6;9.4;0.9;14.04;0
3;19.25;17.55;12.31;18.6;9.4;0.9;14.04;0
4;19.31;17.55;12.31;18.6;9.4;0.9;14.04;0
5;20.76;17.55;12.31;18.6;9.4;0.9;14.04;0
6;25.43;17.55;12.31;18.6;9.4;0.9;14.04;0
7;27.21;17.55;12.31;18.6;9.4;0.9;14.04;2
8;27.96;17.55;24.62;18.6;9.4;0.9;14.04;159
9;28.5;17.55;24.62;18.6;9.4;0.9;14.04;417
10;29.07;17.55;36.93;18.6;9.4;0.9;14.04;608.01
11;28.99;17.55;36.93;18.6;9.4;0.9;14.04;698.01
12;28.51;17.55;36.93;18.6;9.4;0.9;14.04;553
13;28.00;17.55;36.93;18.6;9.4;0.9;14.04;672
14;27.38;17.55;24.62;18.6;9.4;0.9;14.04;535.01
15;27.01;17.55;24.62;18.6;9.4;0.9;14.04;754.01
16;26.1;17.55;24.62;18.6;9.4;0.9;14.04;188
17;26.61;17.55;36.93;18.6;9.4;0.9;14.04;196
18;27.4;17.55;36.93;18.6;9.4;0.9;14.04;132
19;29.22;17.55;36.93;18.6;9.4;0.9;14.04;2
20;30.05;17.55;24.62;18.6;9.4;0.9;14.04;0
21;31.01;17.55;24.62;18.6;9.4;0.9;14.04;0
22;29.85;17.55;24.62;18.6;9.4;0.9;14.04;0
23;29.07;16.95;24.18;17.2;8.8;0.1;15.12;0
0;24.5;16.95;12.09;17.2;8.8;0.1;15.12;0
1;22.93;16.95;12.09;17.2;8.8;0.1;15.12;0
2;21.8;16.95;12.09;17.2;8.8;0.1;15.12;0
3;20.96;16.95;12.09;17.2;8.8;0.1;15.12;0
4;20.8;16.95;12.09;17.2;8.8;0.1;15.12;0
5;22.56;16.95;12.09;17.2;8.8;0.1;15.12;0
6;25.31;16.95;12.09;17.2;8.8;0.1;15.12;0
7;27.31;16.95;12.09;17.2;8.8;0.1;15.12;16
8;27.8;16.95;24.18;17.2;8.8;0.1;15.12;212
9;26.00;16.95;24.18;17.2;8.8;0.1;15.12;416
10;24.51;16.95;36.27;17.2;8.8;0.1;15.12;605.01
11;24.51;16.95;36.27;17.2;8.8;0.1;15.12;749.01
12;24.84;16.95;36.27;17.2;8.8;0.1;15.12;842.01
13;25.00;16.95;36.27;17.2;8.8;0.1;15.12;869.01
14;24.5;16.95;24.18;17.2;8.8;0.1;15.12;735.01
15;22.01;16.95;24.18;17.2;8.8;0.1;15.12;482
16;17.07;16.95;24.18;17.2;8.8;0.1;15.12;551
17;17.2;16.95;36.27;17.2;8.8;0.1;15.12;66
18;22.71;16.95;36.27;17.2;8.8;0.1;15.12;132
19;25.82;16.95;36.27;17.2;8.8;0.1;15.12;14
20;27.3;16.95;24.18;17.2;8.8;0.1;15.12;0
21;28.1;16.95;24.18;17.2;8.8;0.1;15.12;0
22;25.5;16.95;24.18;17.2;8.8;0.1;15.12;0
23;24.5;17.95;24.16;17.6;10.6;0;12.96;0
0;21.88;17.95;12.08;17.6;10.6;0;12.96;0
1;18.93;17.95;12.08;17.6;10.6;0;12.96;0
2;18.15;17.95;12.08;17.6;10.6;0;12.96;0
3;18.19;17.95;12.08;17.6;10.6;0;12.96;0
4;18.47;17.95;12.08;17.6;10.6;0;12.96;0
5;18.45;17.95;12.08;17.6;10.6;0;12.96;0
6;23.76;17.95;12.08;17.6;10.6;0;12.96;0
7;26.1;17.95;12.08;17.6;10.6;0;12.96;26.92
8;26.45;17.95;24.16;17.6;10.6;0;12.96;218
9;25.5;17.95;24.16;17.6;10.6;0;12.96;422
10;23.03;17.95;36.25;17.6;10.6;0;12.96;604.01
11;23.00;17.95;36.25;17.6;10.6;0;12.96;758.01
12;24.09;17.95;36.25;17.6;10.6;0;12.96;847.01
13;25.5;17.95;36.25;17.6;10.6;0;12.96;868.01
14;25.5;17.95;24.16;17.6;10.6;0;12.96;836.01
15;24.5;17.95;24.16;17.6;10.6;0;12.96;743.01
16;22.22;17.95;24.16;17.6;10.6;0;12.96;600.01
17;21.01;17.95;36.25;17.6;10.6;0;12.96;420
18;23.00;17.95;36.25;17.6;10.6;0;12.96;216
19;26.00;17.95;36.25;17.6;10.6;0;12.96;16
20;28.5;17.95;24.16;17.6;10.6;0;12.96;0
21;30.11;17.95;24.16;17.6;10.6;0;12.96;0
22;29.15;17.95;24.16;17.6;10.6;0;12.96;0
23;28.00;17.86;23.55;17.9;11;2.2;14.04;0
0;25.1;17.86;11.77;17.9;11;2.2;14.04;0
1;22.99;17.86;11.77;17.9;11;2.2;14.04;0
2;21.1;17.86;11.77;17.9;11;2.2;14.04;0
3;20.1;17.86;11.77;17.9;11;2.2;14.04;0
4;19.8;17.86;11.77;17.9;11;2.2;14.04;0
5;19.6;17.86;11.77;17.9;11;2.2;14.04;0
6;20.3;17.86;11.77;17.9;11;2.2;14.04;0
7;19.8;17.86;11.77;17.9;11;2.2;14.04;20.63
8;19.31;17.86;23.55;17.9;11;2.2;14.04;123
9;19.00;17.86;23.55;17.9;11;2.2;14.04;375
10;14.98;17.86;35.32;17.9;11;2.2;14.04;555
11;13.06;17.86;35.32;17.9;11;2.2;14.04;763.01
12;14.28;17.86;35.32;17.9;11;2.2;14.04;739.01
13;10.82;17.86;35.32;17.9;11;2.2;14.04;781.01
14;10.00;17.86;23.55;17.9;11;2.2;14.04;373
15;9.88;17.86;23.55;17.9;11;2.2;14.04;663.01
16;9.00;17.86;23.55;17.9;11;2.2;14.04;316
17;8.6;17.86;35.32;17.9;11;2.2;14.04;135
18;10.9;17.86;35.32;17.9;11;2.2;14.04;72
19;13.00;17.86;35.32;17.9;11;2.2;14.04;17.46
20;18.78;17.86;23.55;17.9;11;2.2;14.04;0
21;18.12;17.86;23.55;17.9;11;2.2;14.04;0
22;17.24;17.86;23.55;17.9;11;2.2;14.04;0
23;14.00;17.86;21.82;19.5;12.8;0;14.04;0
0;8.51;17.86;10.91;19.5;12.8;0;14.04;0
1;5.5;17.86;10.91;19.5;12.8;0;14.04;0
2;5.26;17.86;10.91;19.5;12.8;0;14.04;0
3;5.01;17.86;10.91;19.5;12.8;0;14.04;0
4;5.00;17.86;10.91;19.5;12.8;0;14.04;0
5;5.26;17.86;10.91;19.5;12.8;0;14.04;0
6;5.5;17.86;10.91;19.5;12.8;0;14.04;0
7;5.5;17.86;10.91;19.5;12.8;0;14.04;17
8;5.74;17.86;21.82;19.5;12.8;0;14.04;51
9;5.77;17.86;21.82;19.5;12.8;0;14.04;67
10;4.63;17.86;32.73;19.5;12.8;0;14.04;116
11;3.5;17.86;32.73;19.5;12.8;0;14.04;91
12;3.86;17.86;32.73;19.5;12.8;0;14.04;122
13;5.5;17.86;32.73;19.5;12.8;0;14.04;106
14;5.5;17.86;21.82;19.5;12.8;0;14.04;130
15;3.00;17.86;21.82;19.5;12.8;0;14.04;120
16;1.95;17.86;21.82;19.5;12.8;0;14.04;84
17;4.48;17.86;32.73;19.5;12.8;0;14.04;61
18;12.88;17.86;32.73;19.5;12.8;0;14.04;30
19;15.1;17.86;32.73;19.5;12.8;0;14.04;4
20;19.08;17.86;21.82;19.5;12.8;0;14.04;0
21;22.65;17.86;21.82;19.5;12.8;0;14.04;0
22;20.63;17.86;21.82;19.5;12.8;0;14.04;0
23;16.13;17.86;20.87;19.4;11;0;11.88;0
0;22.52;17.86;10.43;19.4;11;0;11.88;0
