Fecha;Hora;Precios_Mercado(€/MW);Precio_CO2(€/Tn);Demanda(GWh);Temperatura_max(ºC);Temperatura_min(ºC);Precipitacion(l/m2);Velocidad_media(km/h);Irradiancia
28/02/2020;22:00:00;21.86;23.55;688.362942;23.8;12.5;0;16.92;0
28/02/2020;23:00:00;21;23.55;688.362942;23.8;12.5;0;16.92;0
29/02/2020;0:00:00;20.3;23.55;632.53702;23.6;10.2;0;25.92;0
29/02/2020;1:00:00;16.99;23.55;632.53702;23.6;10.2;0;25.92;0
29/02/2020;2:00:00;13.8;23.55;632.53702;23.6;10.2;0;25.92;0
29/02/2020;3:00:00;13.53;23.55;632.53702;23.6;10.2;0;25.92;0
29/02/2020;4:00:00;7.7;23.55;632.53702;23.6;10.2;0;25.92;0
29/02/2020;5:00:00;5.64;23.55;632.53702;23.6;10.2;0;25.92;0
29/02/2020;6:00:00;5.67;23.55;632.53702;23.6;10.2;0;25.92;0
29/02/2020;7:00:00;9.29;23.55;632.53702;23.6;10.2;0;25.92;0
29/02/2020;8:00:00;10.25;23.55;632.53702;23.6;10.2;0;25.92;32.12
29/02/2020;9:00:00;10.16;23.55;632.53702;23.6;10.2;0;25.92;79
29/02/2020;10:00:00;12.57;23.55;632.53702;23.6;10.2;0;25.92;270
29/02/2020;11:00:00;13.8;23.55;632.53702;23.6;10.2;0;25.92;508.01
29/02/2020;12:00:00;13.3;23.55;632.53702;23.6;10.2;0;25.92;679.01
29/02/2020;13:00:00;14;23.55;632.53702;23.6;10.2;0;25.92;527.01
29/02/2020;14:00:00;11;23.55;632.53702;23.6;10.2;0;25.92;709.01
29/02/2020;15:00:00;9.97;23.55;632.53702;23.6;10.2;0;25.92;630.01
29/02/2020;16:00:00;9.07;23.55;632.53702;23.6;10.2;0;25.92;491.01
29/02/2020;17:00:00;12;23.55;632.53702;23.6;10.2;0;25.92;305.01
29/02/2020;18:00:00;14;23.55;632.53702;23.6;10.2;0;25.92;108
29/02/2020;19:00:00;18.15;23.55;632.53702;23.6;10.2;0;25.92;0
29/02/2020;20:00:00;22.48;23.55;632.53702;23.6;10.2;0;25.92;0
29/02/2020;21:00:00;28;23.55;632.53702;23.6;10.2;0;25.92;0
29/02/2020;22:00:00;26.1;23.55;632.53702;23.6;10.2;0;25.92;0
29/02/2020;23:00:00;23.49;23.55;632.53702;23.6;10.2;0;25.92;0
01/03/2020;0:00:00;20.3;23.55;591.447992;22.5;14.8;0;29.88;0
01/03/2020;1:00:00;20;23.55;591.447992;22.5;14.8;0;29.88;0
01/03/2020;2:00:00;16;23.55;591.447992;22.5;14.8;0;29.88;0
01/03/2020;3:00:00;10.15;23.55;591.447992;22.5;14.8;0;29.88;0
01/03/2020;4:00:00;9.68;23.55;591.447992;22.5;14.8;0;29.88;0
01/03/2020;5:00:00;9.25;23.55;591.447992;22.5;14.8;0;29.88;0
01/03/2020;6:00:00;9.98;23.55;591.447992;22.5;14.8;0;29.88;0
01/03/2020;7:00:00;17.5;23.55;591.447992;22.5;14.8;0;29.88;0
01/03/2020;8:00:00;23;23.55;591.447992;22.5;14.8;0;29.88;43.88
01/03/2020;9:00:00;24.49;23.55;591.447992;22.5;14.8;0;29.88;237
01/03/2020;10:00:00;25;23.55;591.447992;22.5;14.8;0;29.88;425.01
01/03/2020;11:00:00;24;23.55;591.447992;22.5;14.8;0;29.88;575.01
01/03/2020;12:00:00;23;23.55;591.447992;22.5;14.8;0;29.88;665.01
01/03/2020;13:00:00;22.98;23.55;591.447992;22.5;14.8;0;29.88;610.01
01/03/2020;14:00:00;21.26;23.55;591.447992;22.5;14.8;0;29.88;687.01
01/03/2020;15:00:00;18.15;23.55;591.447992;22.5;14.8;0;29.88;613.01
01/03/2020;16:00:00;17.39;23.55;591.447992;22.5;14.8;0;29.88;469.01
01/03/2020;17:00:00;17.5;23.55;591.447992;22.5;14.8;0;29.88;212
01/03/2020;18:00:00;22.98;23.55;591.447992;22.5;14.8;0;29.88;94
01/03/2020;19:00:00;24.49;23.55;591.447992;22.5;14.8;0;29.88;0
01/03/2020;20:00:00;36.01;23.55;591.447992;22.5;14.8;0;29.88;0
01/03/2020;21:00:00;37.75;23.55;591.447992;22.5;14.8;0;29.88;0
01/03/2020;22:00:00;35.04;23.55;591.447992;22.5;14.8;0;29.88;0
01/03/2020;23:00:00;30.88;23.55;591.447992;22.5;14.8;0;29.88;0
02/03/2020;0:00:00;28.97;23.49;701.296798;21.5;11.6;0;48.96;0
02/03/2020;1:00:00;25.35;23.49;701.296798;21.5;11.6;0;48.96;0
02/03/2020;2:00:00;23.5;23.49;701.296798;21.5;11.6;0;48.96;0
02/03/2020;3:00:00;21;23.49;701.296798;21.5;11.6;0;48.96;0
02/03/2020;4:00:00;19.96;23.49;701.296798;21.5;11.6;0;48.96;0
02/03/2020;5:00:00;18.96;23.49;701.296798;21.5;11.6;0;48.96;0
02/03/2020;6:00:00;19.96;23.49;701.296798;21.5;11.6;0;48.96;0
02/03/2020;7:00:00;23.5;23.49;701.296798;21.5;11.6;0;48.96;0
02/03/2020;8:00:00;26.9;23.49;701.296798;21.5;11.6;0;48.96;41
02/03/2020;9:00:00;27.9;23.49;701.296798;21.5;11.6;0;48.96;223
02/03/2020;10:00:00;28.6;23.49;701.296798;21.5;11.6;0;48.96;426.01
02/03/2020;11:00:00;26.9;23.49;701.296798;21.5;11.6;0;48.96;590.01
02/03/2020;12:00:00;25.48;23.49;701.296798;21.5;11.6;0;48.96;671.01
02/03/2020;13:00:00;25;23.49;701.296798;21.5;11.6;0;48.96;623.01
02/03/2020;14:00:00;24.13;23.49;701.296798;21.5;11.6;0;48.96;707.01
02/03/2020;15:00:00;23;23.49;701.296798;21.5;11.6;0;48.96;621.01
02/03/2020;16:00:00;22.98;23.49;701.296798;21.5;11.6;0;48.96;477.01
02/03/2020;17:00:00;23.03;23.49;701.296798;21.5;11.6;0;48.96;298.01
02/03/2020;18:00:00;24.15;23.49;701.296798;21.5;11.6;0;48.96;98
02/03/2020;19:00:00;26;23.49;701.296798;21.5;11.6;0;48.96;0
02/03/2020;20:00:00;35.53;23.49;701.296798;21.5;11.6;0;48.96;0
02/03/2020;21:00:00;40.2;23.49;701.296798;21.5;11.6;0;48.96;0
02/03/2020;22:00:00;38.19;23.49;701.296798;21.5;11.6;0;48.96;0
02/03/2020;23:00:00;30.05;23.49;701.296798;21.5;11.6;0;48.96;0
03/03/2020;0:00:00;27.15;23.33;728.906179;20.4;10.4;0;34.92;0
03/03/2020;1:00:00;30.1;23.33;728.906179;20.4;10.4;0;34.92;0
03/03/2020;2:00:00;26.07;23.33;728.906179;20.4;10.4;0;34.92;0
03/03/2020;3:00:00;24.57;23.33;728.906179;20.4;10.4;0;34.92;0
03/03/2020;4:00:00;23.57;23.33;728.906179;20.4;10.4;0;34.92;0
03/03/2020;5:00:00;23.57;23.33;728.906179;20.4;10.4;0;34.92;0
03/03/2020;6:00:00;25;23.33;728.906179;20.4;10.4;0;34.92;0
03/03/2020;7:00:00;30.85;23.33;728.906179;20.4;10.4;0;34.92;0
03/03/2020;8:00:00;35.1;23.33;728.906179;20.4;10.4;0;34.92;51
03/03/2020;9:00:00;36.07;23.33;728.906179;20.4;10.4;0;34.92;244
03/03/2020;10:00:00;37.64;23.33;728.906179;20.4;10.4;0;34.92;443.01
03/03/2020;11:00:00;36.72;23.33;728.906179;20.4;10.4;0;34.92;596.01
03/03/2020;12:00:00;34.95;23.33;728.906179;20.4;10.4;0;34.92;695.01
03/03/2020;13:00:00;34.92;23.33;728.906179;20.4;10.4;0;34.92;628.01
03/03/2020;14:00:00;34.05;23.33;728.906179;20.4;10.4;0;34.92;705.01
03/03/2020;15:00:00;32.07;23.33;728.906179;20.4;10.4;0;34.92;630.01
03/03/2020;16:00:00;31.1;23.33;728.906179;20.4;10.4;0;34.92;487.01
03/03/2020;17:00:00;32.07;23.33;728.906179;20.4;10.4;0;34.92;303.01
03/03/2020;18:00:00;33.05;23.33;728.906179;20.4;10.4;0;34.92;109
03/03/2020;19:00:00;33.2;23.33;728.906179;20.4;10.4;0;34.92;0
03/03/2020;20:00:00;41.02;23.33;728.906179;20.4;10.4;0;34.92;0
03/03/2020;21:00:00;43.58;23.33;728.906179;20.4;10.4;0;34.92;0
03/03/2020;22:00:00;37.53;23.33;728.906179;20.4;10.4;0;34.92;0
03/03/2020;23:00:00;33.78;23.33;728.906179;20.4;10.4;0;34.92;0
04/03/2020;0:00:00;31.82;23.91;718.906917;25.4;15.2;0;24.12;0
04/03/2020;1:00:00;27.85;23.91;718.906917;25.4;15.2;0;24.12;0
04/03/2020;2:00:00;24.8;23.91;718.906917;25.4;15.2;0;24.12;0
04/03/2020;3:00:00;22.05;23.91;718.906917;25.4;15.2;0;24.12;0
04/03/2020;4:00:00;22.05;23.91;718.906917;25.4;15.2;0;24.12;0
04/03/2020;5:00:00;21.41;23.91;718.906917;25.4;15.2;0;24.12;0
04/03/2020;6:00:00;22;23.91;718.906917;25.4;15.2;0;24.12;0
04/03/2020;7:00:00;23.8;23.91;718.906917;25.4;15.2;0;24.12;0
04/03/2020;8:00:00;26.3;23.91;718.906917;25.4;15.2;0;24.12;60
04/03/2020;9:00:00;28.51;23.91;718.906917;25.4;15.2;0;24.12;255
04/03/2020;10:00:00;28.95;23.91;718.906917;25.4;15.2;0;24.12;445.01
04/03/2020;11:00:00;28.35;23.91;718.906917;25.4;15.2;0;24.12;593.01
04/03/2020;12:00:00;26;23.91;718.906917;25.4;15.2;0;24.12;697.01
04/03/2020;13:00:00;25.3;23.91;718.906917;25.4;15.2;0;24.12;644.01
04/03/2020;14:00:00;24.3;23.91;718.906917;25.4;15.2;0;24.12;707.01
04/03/2020;15:00:00;22.05;23.91;718.906917;25.4;15.2;0;24.12;635.01
04/03/2020;16:00:00;21.99;23.91;718.906917;25.4;15.2;0;24.12;398
04/03/2020;17:00:00;21.9;23.91;718.906917;25.4;15.2;0;24.12;305.01
04/03/2020;18:00:00;23.03;23.91;718.906917;25.4;15.2;0;24.12;110
04/03/2020;19:00:00;24.35;23.91;718.906917;25.4;15.2;0;24.12;0
04/03/2020;20:00:00;28.35;23.91;718.906917;25.4;15.2;0;24.12;0
04/03/2020;21:00:00;30.24;23.91;718.906917;25.4;15.2;0;24.12;0
04/03/2020;22:00:00;27.85;23.91;718.906917;25.4;15.2;0;24.12;0
04/03/2020;23:00:00;26.9;23.91;718.906917;25.4;15.2;0;24.12;0
05/03/2020;0:00:00;25.3;23.78;714.456436;21.5;9.6;0;28.08;0
05/03/2020;1:00:00;21.7;23.78;714.456436;21.5;9.6;0;28.08;0
05/03/2020;2:00:00;20;23.78;714.456436;21.5;9.6;0;28.08;0
05/03/2020;3:00:00;17.08;23.78;714.456436;21.5;9.6;0;28.08;0
05/03/2020;4:00:00;16;23.78;714.456436;21.5;9.6;0;28.08;0
05/03/2020;5:00:00;15;23.78;714.456436;21.5;9.6;0;28.08;0
05/03/2020;6:00:00;18;23.78;714.456436;21.5;9.6;0;28.08;0
05/03/2020;7:00:00;21.7;23.78;714.456436;21.5;9.6;0;28.08;0
05/03/2020;8:00:00;25;23.78;714.456436;21.5;9.6;0;28.08;67
05/03/2020;9:00:00;25.8;23.78;714.456436;21.5;9.6;0;28.08;262
05/03/2020;10:00:00;25.27;23.78;714.456436;21.5;9.6;0;28.08;450.01
05/03/2020;11:00:00;22.32;23.78;714.456436;21.5;9.6;0;28.08;570.01
05/03/2020;12:00:00;19.99;23.78;714.456436;21.5;9.6;0;28.08;629.01
05/03/2020;13:00:00;17;23.78;714.456436;21.5;9.6;0;28.08;645.01
05/03/2020;14:00:00;16.3;23.78;714.456436;21.5;9.6;0;28.08;693.01
05/03/2020;15:00:00;12.61;23.78;714.456436;21.5;9.6;0;28.08;637
05/03/2020;16:00:00;9.56;23.78;714.456436;21.5;9.6;0;28.08;491.01
05/03/2020;17:00:00;13.74;23.78;714.456436;21.5;9.6;0;28.08;209
05/03/2020;18:00:00;18.5;23.78;714.456436;21.5;9.6;0;28.08;97
05/03/2020;19:00:00;23.03;23.78;714.456436;21.5;9.6;0;28.08;0
05/03/2020;20:00:00;29.49;23.78;714.456436;21.5;9.6;0;28.08;0
05/03/2020;21:00:00;35.46;23.78;714.456436;21.5;9.6;0;28.08;0
05/03/2020;22:00:00;31.71;23.78;714.456436;21.5;9.6;0;28.08;0
05/03/2020;23:00:00;30.5;23.78;714.456436;21.5;9.6;0;28.08;0
06/03/2020;0:00:00;28.51;23.4;718.020974;23.4;9.6;0;27;0
06/03/2020;1:00:00;29.1;23.4;718.020974;23.4;9.6;0;27;0
06/03/2020;2:00:00;25.5;23.4;718.020974;23.4;9.6;0;27;0
06/03/2020;3:00:00;24.51;23.4;718.020974;23.4;9.6;0;27;0
06/03/2020;4:00:00;24.03;23.4;718.020974;23.4;9.6;0;27;0
06/03/2020;5:00:00;24;23.4;718.020974;23.4;9.6;0;27;0
06/03/2020;6:00:00;24.03;23.4;718.020974;23.4;9.6;0;27;0
06/03/2020;7:00:00;25.3;23.4;718.020974;23.4;9.6;0;27;0
06/03/2020;8:00:00;25.8;23.4;718.020974;23.4;9.6;0;27;78
06/03/2020;9:00:00;26;23.4;718.020974;23.4;9.6;0;27;273.01
06/03/2020;10:00:00;28.06;23.4;718.020974;23.4;9.6;0;27;435.01
06/03/2020;11:00:00;28.25;23.4;718.020974;23.4;9.6;0;27;598.01
06/03/2020;12:00:00;26;23.4;718.020974;23.4;9.6;0;27;544
06/03/2020;13:00:00;25.3;23.4;718.020974;23.4;9.6;0;27;583.01
06/03/2020;14:00:00;25.06;23.4;718.020974;23.4;9.6;0;27;568.01
06/03/2020;15:00:00;24.94;23.4;718.020974;23.4;9.6;0;27;473.01
06/03/2020;16:00:00;25;23.4;718.020974;23.4;9.6;0;27;337
06/03/2020;17:00:00;25.03;23.4;718.020974;23.4;9.6;0;27;142
06/03/2020;18:00:00;27.02;23.4;718.020974;23.4;9.6;0;27;47
06/03/2020;19:00:00;31.01;23.4;718.020974;23.4;9.6;0;27;0
06/03/2020;20:00:00;37.61;23.4;718.020974;23.4;9.6;0;27;0
06/03/2020;21:00:00;35;23.4;718.020974;23.4;9.6;0;27;0
06/03/2020;22:00:00;34.7;23.4;718.020974;23.4;9.6;0;27;0
06/03/2020;23:00:00;33.53;23.4;718.020974;23.4;9.6;0;27;0
07/03/2020;0:00:00;30.79;23.4;645.569;18.3;11.1;0;19.08;0
07/03/2020;1:00:00;31.5;23.4;645.569;18.3;11.1;0;19.08;0
07/03/2020;2:00:00;25.5;23.4;645.569;18.3;11.1;0;19.08;0
07/03/2020;3:00:00;25;23.4;645.569;18.3;11.1;0;19.08;0
07/03/2020;4:00:00;24.4;23.4;645.569;18.3;11.1;0;19.08;0
07/03/2020;5:00:00;24.4;23.4;645.569;18.3;11.1;0;19.08;0
07/03/2020;6:00:00;24.4;23.4;645.569;18.3;11.1;0;19.08;0
07/03/2020;7:00:00;25;23.4;645.569;18.3;11.1;0;19.08;0
07/03/2020;8:00:00;24.84;23.4;645.569;18.3;11.1;0;19.08;23
07/03/2020;9:00:00;24.59;23.4;645.569;18.3;11.1;0;19.08;46
07/03/2020;10:00:00;25;23.4;645.569;18.3;11.1;0;19.08;80
07/03/2020;11:00:00;25;23.4;645.569;18.3;11.1;0;19.08;101
07/03/2020;12:00:00;25;23.4;645.569;18.3;11.1;0;19.08;271
07/03/2020;13:00:00;24;23.4;645.569;18.3;11.1;0;19.08;137
07/03/2020;14:00:00;24;23.4;645.569;18.3;11.1;0;19.08;140
07/03/2020;15:00:00;24.4;23.4;645.569;18.3;11.1;0;19.08;279
07/03/2020;16:00:00;23;23.4;645.569;18.3;11.1;0;19.08;278
07/03/2020;17:00:00;22.9;23.4;645.569;18.3;11.1;0;19.08;135
07/03/2020;18:00:00;25.71;23.4;645.569;18.3;11.1;0;19.08;89
07/03/2020;19:00:00;31.97;23.4;645.569;18.3;11.1;0;19.08;0
07/03/2020;20:00:00;34.86;23.4;645.569;18.3;11.1;0;19.08;0
07/03/2020;21:00:00;34.02;23.4;645.569;18.3;11.1;0;19.08;0
07/03/2020;22:00:00;33.17;23.4;645.569;18.3;11.1;0;19.08;0
07/03/2020;23:00:00;31.99;23.4;645.569;18.3;11.1;0;19.08;0
08/03/2020;0:00:00;30.41;23.4;594.729001;22.8;11;0;10.08;0
08/03/2020;1:00:00;25.8;23.4;594.729001;22.8;11;0;10.08;0
08/03/2020;2:00:00;25;23.4;594.729001;22.8;11;0;10.08;0
08/03/2020;3:00:00;25.09;23.4;594.729001;22.8;11;0;10.08;0
08/03/2020;4:00:00;24.77;23.4;594.729001;22.8;11;0;10.08;0
08/03/2020;5:00:00;24.47;23.4;594.729001;22.8;11;0;10.08;0
08/03/2020;6:00:00;25.3;23.4;594.729001;22.8;11;0;10.08;0
08/03/2020;7:00:00;28.01;23.4;594.729001;22.8;11;0;10.08;0
08/03/2020;8:00:00;35.5;23.4;594.729001;22.8;11;0;10.08;62.05
08/03/2020;9:00:00;37.68;23.4;594.729001;22.8;11;0;10.08;283
08/03/2020;10:00:00;37.64;23.4;594.729001;22.8;11;0;10.08;478.01
08/03/2020;11:00:00;35.5;23.4;594.729001;22.8;11;0;10.08;607.01
08/03/2020;12:00:00;34.54;23.4;594.729001;22.8;11;0;10.08;660.01
08/03/2020;13:00:00;33.48;23.4;594.729001;22.8;11;0;10.08;692.01
08/03/2020;14:00:00;35.04;23.4;594.729001;22.8;11;0;10.08;572.01
08/03/2020;15:00:00;33.53;23.4;594.729001;22.8;11;0;10.08;625.01
08/03/2020;16:00:00;32.02;23.4;594.729001;22.8;11;0;10.08;478.01
08/03/2020;17:00:00;32.09;23.4;594.729001;22.8;11;0;10.08;317
08/03/2020;18:00:00;33.64;23.4;594.729001;22.8;11;0;10.08;129
08/03/2020;19:00:00;35.17;23.4;594.729001;22.8;11;0;10.08;0
08/03/2020;20:00:00;39.09;23.4;594.729001;22.8;11;0;10.08;0
08/03/2020;21:00:00;40.5;23.4;594.729001;22.8;11;0;10.08;0
08/03/2020;22:00:00;37.64;23.4;594.729001;22.8;11;0;10.08;0
08/03/2020;23:00:00;35.04;23.4;594.729001;22.8;11;0;10.08;0
09/03/2020;0:00:00;33.99;23.25;700.288808;18.7;10.5;0;16.92;0
09/03/2020;1:00:00;28.6;23.25;700.288808;18.7;10.5;0;16.92;0
09/03/2020;2:00:00;28.1;23.25;700.288808;18.7;10.5;0;16.92;0
09/03/2020;3:00:00;25.8;23.25;700.288808;18.7;10.5;0;16.92;0
09/03/2020;4:00:00;25.5;23.25;700.288808;18.7;10.5;0;16.92;0
09/03/2020;5:00:00;25.5;23.25;700.288808;18.7;10.5;0;16.92;0
09/03/2020;6:00:00;27.55;23.25;700.288808;18.7;10.5;0;16.92;0
09/03/2020;7:00:00;29.5;23.25;700.288808;18.7;10.5;0;16.92;0
09/03/2020;8:00:00;35.68;23.25;700.288808;18.7;10.5;0;16.92;69.45
09/03/2020;9:00:00;37.84;23.25;700.288808;18.7;10.5;0;16.92;196
09/03/2020;10:00:00;38.51;23.25;700.288808;18.7;10.5;0;16.92;264
09/03/2020;11:00:00;37.27;23.25;700.288808;18.7;10.5;0;16.92;230
09/03/2020;12:00:00;36.84;23.25;700.288808;18.7;10.5;0;16.92;460
09/03/2020;13:00:00;37.1;23.25;700.288808;18.7;10.5;0;16.92;316
09/03/2020;14:00:00;36.84;23.25;700.288808;18.7;10.5;0;16.92;346
09/03/2020;15:00:00;35.02;23.25;700.288808;18.7;10.5;0;16.92;87
09/03/2020;16:00:00;35.01;23.25;700.288808;18.7;10.5;0;16.92;46
09/03/2020;17:00:00;35;23.25;700.288808;18.7;10.5;0;16.92;76
09/03/2020;18:00:00;36.56;23.25;700.288808;18.7;10.5;0;16.92;12
09/03/2020;19:00:00;37.05;23.25;700.288808;18.7;10.5;0;16.92;0
09/03/2020;20:00:00;40.34;23.25;700.288808;18.7;10.5;0;16.92;0
09/03/2020;21:00:00;44.5;23.25;700.288808;18.7;10.5;0;16.92;0
09/03/2020;22:00:00;40.6;23.25;700.288808;18.7;10.5;0;16.92;0
09/03/2020;23:00:00;38.15;23.25;700.288808;18.7;10.5;0;16.92;0
10/03/2020;0:00:00;36.16;24.07;707.263212;19.2;12;0;7.92;0
10/03/2020;1:00:00;37.55;24.07;707.263212;19.2;12;0;7.92;0
10/03/2020;2:00:00;37.21;24.07;707.263212;19.2;12;0;7.92;0
10/03/2020;3:00:00;36.84;24.07;707.263212;19.2;12;0;7.92;0
10/03/2020;4:00:00;36.84;24.07;707.263212;19.2;12;0;7.92;0
10/03/2020;5:00:00;36.84;24.07;707.263212;19.2;12;0;7.92;0
10/03/2020;6:00:00;37.52;24.07;707.263212;19.2;12;0;7.92;0
10/03/2020;7:00:00;38.37;24.07;707.263212;19.2;12;0;7.92;0
10/03/2020;8:00:00;40.05;24.07;707.263212;19.2;12;0;7.92;102
10/03/2020;9:00:00;39.46;24.07;707.263212;19.2;12;0;7.92;190
10/03/2020;10:00:00;39;24.07;707.263212;19.2;12;0;7.92;447.01
10/03/2020;11:00:00;37.84;24.07;707.263212;19.2;12;0;7.92;622.01
10/03/2020;12:00:00;37.55;24.07;707.263212;19.2;12;0;7.92;241
10/03/2020;13:00:00;37.52;24.07;707.263212;19.2;12;0;7.92;233
10/03/2020;14:00:00;36.84;24.07;707.263212;19.2;12;0;7.92;545.01
10/03/2020;15:00:00;36.19;24.07;707.263212;19.2;12;0;7.92;505.01
10/03/2020;16:00:00;36.21;24.07;707.263212;19.2;12;0;7.92;446.01
10/03/2020;17:00:00;36.39;24.07;707.263212;19.2;12;0;7.92;355.01
10/03/2020;18:00:00;37.21;24.07;707.263212;19.2;12;0;7.92;116
10/03/2020;19:00:00;37.87;24.07;707.263212;19.2;12;0;7.92;0
10/03/2020;20:00:00;43.05;24.07;707.263212;19.2;12;0;7.92;0
10/03/2020;21:00:00;48.28;24.07;707.263212;19.2;12;0;7.92;0
10/03/2020;22:00:00;45;24.07;707.263212;19.2;12;0;7.92;0
10/03/2020;23:00:00;38.87;24.07;707.263212;19.2;12;0;7.92;0
11/03/2020;0:00:00;38.71;23.89;702.470352;18.8;10.8;0;11.16;0
11/03/2020;1:00:00;38.88;23.89;702.470352;18.8;10.8;0;11.16;0
11/03/2020;2:00:00;38.17;23.89;702.470352;18.8;10.8;0;11.16;0
11/03/2020;3:00:00;37.77;23.89;702.470352;18.8;10.8;0;11.16;0
11/03/2020;4:00:00;37.54;23.89;702.470352;18.8;10.8;0;11.16;0
11/03/2020;5:00:00;37.54;23.89;702.470352;18.8;10.8;0;11.16;0
11/03/2020;6:00:00;37.77;23.89;702.470352;18.8;10.8;0;11.16;0
11/03/2020;7:00:00;38.42;23.89;702.470352;18.8;10.8;0;11.16;0
11/03/2020;8:00:00;41.18;23.89;702.470352;18.8;10.8;0;11.16;95
11/03/2020;9:00:00;41.58;23.89;702.470352;18.8;10.8;0;11.16;299
11/03/2020;10:00:00;41.52;23.89;702.470352;18.8;10.8;0;11.16;494.01
11/03/2020;11:00:00;40.51;23.89;702.470352;18.8;10.8;0;11.16;648.01
11/03/2020;12:00:00;39.51;23.89;702.470352;18.8;10.8;0;11.16;734.01
11/03/2020;13:00:00;39.51;23.89;702.470352;18.8;10.8;0;11.16;736.01
11/03/2020;14:00:00;39.01;23.89;702.470352;18.8;10.8;0;11.16;755.01
11/03/2020;15:00:00;38.17;23.89;702.470352;18.8;10.8;0;11.16;670.01
11/03/2020;16:00:00;38.07;23.89;702.470352;18.8;10.8;0;11.16;524.01
11/03/2020;17:00:00;37.69;23.89;702.470352;18.8;10.8;0;11.16;340.01
11/03/2020;18:00:00;37.69;23.89;702.470352;18.8;10.8;0;11.16;141
11/03/2020;19:00:00;37.69;23.89;702.470352;18.8;10.8;0;11.16;0
11/03/2020;20:00:00;39.63;23.89;702.470352;18.8;10.8;0;11.16;0
11/03/2020;21:00:00;40.01;23.89;702.470352;18.8;10.8;0;11.16;0
11/03/2020;22:00:00;38.88;23.89;702.470352;18.8;10.8;0;11.16;0
11/03/2020;23:00:00;37.69;23.89;702.470352;18.8;10.8;0;11.16;0
12/03/2020;0:00:00;36.38;22.48;698.34335;18.7;12.4;0;9;0
12/03/2020;1:00:00;26.3;22.48;698.34335;18.7;12.4;0;9;0
12/03/2020;2:00:00;22.81;22.48;698.34335;18.7;12.4;0;9;0
12/03/2020;3:00:00;22.89;22.48;698.34335;18.7;12.4;0;9;0
12/03/2020;4:00:00;24.09;22.48;698.34335;18.7;12.4;0;9;0
12/03/2020;5:00:00;24.06;22.48;698.34335;18.7;12.4;0;9;0
12/03/2020;6:00:00;25;22.48;698.34335;18.7;12.4;0;9;0
12/03/2020;7:00:00;29.62;22.48;698.34335;18.7;12.4;0;9;0
12/03/2020;8:00:00;32.07;22.48;698.34335;18.7;12.4;0;9;100
12/03/2020;9:00:00;34.88;22.48;698.34335;18.7;12.4;0;9;300
12/03/2020;10:00:00;36.12;22.48;698.34335;18.7;12.4;0;9;492.01
12/03/2020;11:00:00;37.11;22.48;698.34335;18.7;12.4;0;9;650.01
12/03/2020;12:00:00;37.17;22.48;698.34335;18.7;12.4;0;9;744.01
12/03/2020;13:00:00;37.53;22.48;698.34335;18.7;12.4;0;9;749.01
12/03/2020;14:00:00;37.58;22.48;698.34335;18.7;12.4;0;9;764.01
12/03/2020;15:00:00;37.17;22.48;698.34335;18.7;12.4;0;9;668.01
12/03/2020;16:00:00;37.17;22.48;698.34335;18.7;12.4;0;9;526.01
12/03/2020;17:00:00;37.17;22.48;698.34335;18.7;12.4;0;9;342.01
12/03/2020;18:00:00;37.58;22.48;698.34335;18.7;12.4;0;9;144
12/03/2020;19:00:00;38.17;22.48;698.34335;18.7;12.4;0;9;0
12/03/2020;20:00:00;42.5;22.48;698.34335;18.7;12.4;0;9;0
12/03/2020;21:00:00;41.53;22.48;698.34335;18.7;12.4;0;9;0
12/03/2020;22:00:00;40.07;22.48;698.34335;18.7;12.4;0;9;0
12/03/2020;23:00:00;39.01;22.48;698.34335;18.7;12.4;0;9;0
13/03/2020;0:00:00;38.1;21.92;690.316781;15.1;10;4;14.04;0
13/03/2020;1:00:00;37.33;21.92;690.316781;15.1;10;4;14.04;0
13/03/2020;2:00:00;37.17;21.92;690.316781;15.1;10;4;14.04;0
13/03/2020;3:00:00;36.09;21.92;690.316781;15.1;10;4;14.04;0
13/03/2020;4:00:00;35.24;21.92;690.316781;15.1;10;4;14.04;0
13/03/2020;5:00:00;35.02;21.92;690.316781;15.1;10;4;14.04;0
13/03/2020;6:00:00;34.99;21.92;690.316781;15.1;10;4;14.04;0
13/03/2020;7:00:00;34.41;21.92;690.316781;15.1;10;4;14.04;0
13/03/2020;8:00:00;33.56;21.92;690.316781;15.1;10;4;14.04;104
13/03/2020;9:00:00;34.83;21.92;690.316781;15.1;10;4;14.04;309
13/03/2020;10:00:00;34.94;21.92;690.316781;15.1;10;4;14.04;495.01
13/03/2020;11:00:00;35.01;21.92;690.316781;15.1;10;4;14.04;656.01
13/03/2020;12:00:00;34.83;21.92;690.316781;15.1;10;4;14.04;753.01
13/03/2020;13:00:00;34.41;21.92;690.316781;15.1;10;4;14.04;771.01
13/03/2020;14:00:00;34.83;21.92;690.316781;15.1;10;4;14.04;781.01
13/03/2020;15:00:00;34.41;21.92;690.316781;15.1;10;4;14.04;676.01
13/03/2020;16:00:00;31.51;21.92;690.316781;15.1;10;4;14.04;536.01
13/03/2020;17:00:00;30.07;21.92;690.316781;15.1;10;4;14.04;330
13/03/2020;18:00:00;31.34;21.92;690.316781;15.1;10;4;14.04;130
13/03/2020;19:00:00;37.17;21.92;690.316781;15.1;10;4;14.04;0
